0.7087	0.0014	0.0003	0.0020	0.9936	0.0013	0.0034	0.9933	ch.10589
0.6811	0.9985	0.8786	0.9965	0.1424	0.9982	0.9925	0.0000	ch.10638
0.1211	0.9984	0.9986	0.9975	0.9989	0.9912	0.9997	0.0016	ch.10645
0.7551	0.0048	0.9780	0.9997	0.0031	0.0001	0.9949	0.9989	ch.1065
0.0320	0.9947	0.9744	0.9988	0.9960	0.9829	0.9952	0.9976	ch.10661
0.0001	0.2903	0.6822	0.7084	0.4751	0.3503	0.7014	0.1695	ch.10662
0.0000	0.7936	0.1770	0.7909	0.7169	0.2638	0.2304	0.9289	ch.10666
0.1459	0.0967	0.9125	0.9787	0.0596	0.0658	0.0607	0.4004	ch.10681
0.2944	0.6863	0.0006	0.9982	0.0275	0.0085	0.9927	0.9964	ch.10682
0.2596	0.3798	0.9932	0.7671	0.9671	0.9864	0.9971	0.0487	ch.10684
0.0994	0.0070	0.9331	0.9857	0.0001	0.9923	0.9749	0.4826	ch.10685
0.0001	0.3789	0.4145	0.9481	0.1122	0.8821	0.9147	0.7434	ch.10720
0.0083	0.5069	0.9416	0.8226	0.8069	0.2630	0.0678	0.1087	ch.10725
0.3620	0.9995	0.5462	0.9933	0.9920	0.0088	0.4090	0.9967	ch.1072
0.4785	0.5047	0.9988	0.1002	0.0007	0.9969	0.0005	0.9946	ch.10737
0.0238	0.3214	0.5768	0.3313	0.7511	0.2797	0.4394	0.4862	ch.10739
0.0024	0.0771	0.8605	0.8362	0.7443	0.3119	0.6715	0.5596	ch.10749
0.3661	0.9887	0.5317	0.9959	0.9882	0.0016	0.4423	0.9975	ch.1074
0.0000	0.8836	0.6625	0.0333	0.6818	0.4705	0.8610	0.1112	ch.10752
0.0000	0.3553	0.9406	0.7266	0.1007	0.6058	0.7049	0.3349	ch.10758
0.2044	0.9996	0.9961	0.9999	0.9957	0.0011	0.0040	0.0017	ch.10767
0.0083	0.0048	0.9990	0.9902	0.1385	0.0042	0.0050	0.9892	ch.1076
0.8425	0.0030	0.0298	0.6543	0.0034	0.0033	0.9991	0.0707	ch.10774
0.3063	0.9962	0.9959	0.2348	0.0076	0.9972	0.9982	0.9955	ch.1078
0.0287	0.9993	0.0135	0.7298	0.0091	0.0027	0.2332	0.9907	ch.10806
0.1619	0.9994	0.9888	0.0038	0.9963	0.4990	0.0053	0.9834	ch.10821
0.0003	0.0689	0.9062	0.9952	0.0052	0.2142	0.2218	0.1431	ch.10847
0.5980	0.1445	0.9793	0.0014	0.9987	0.0003	0.0035	0.9972	ch.10906
0.0024	0.0163	0.1527	0.9025	0.8876	0.0610	0.0081	0.7380	ch.10908
0.9565	0.0011	0.8953	0.0002	0.0014	0.9977	0.0052	0.3113	ch.10924
1.4425	0.0040	0.9989	0.0023	0.1440	0.0090	0.9982	0.9948	ch.10937
0.0000	0.8001	0.7135	0.1025	0.3158	0.0249	0.0689	0.0272	ch.10955
0.0000	0.8117	0.3929	0.3318	0.9766	0.1380	0.1800	0.3057	ch.10958
0.0000	0.3406	0.0279	0.9487	0.7895	0.1742	0.9403	0.5002	ch.10976
0.0833	0.9975	0.0363	0.9928	0.4173	0.2273	0.0041	0.2210	ch.10986
0.0001	0.0143	0.6129	0.9336	0.9553	0.0080	0.0412	0.9956	ch.10992
0.0016	0.2913	0.2575	0.9781	0.8756	0.3700	0.9806	0.4222	ch.10993
0.3121	0.9983	0.9925	0.9967	0.0077	0.0027	0.9902	0.5890	ch.1101
0.1652	0.9977	0.9910	0.9961	0.9943	0.9992	0.9937	0.0427	ch.11023
1.5062	0.8473	0.3679	0.9991	0.0833	0.6336	0.0018	0.9900	ch.11056
0.3545	0.9990	0.9997	0.9982	0.9991	0.9806	0.0018	0.0168	ch.11063
0.0532	0.0037	0.9996	0.9985	0.2217	0.3486	0.0002	0.9976	ch.11163
0.0160	0.9993	0.5074	0.9958	0.0035	0.0017	0.0026	0.0690	ch.11169
0.0004	0.2107	0.4961	0.2332	0.5942	0.4441	0.3574	0.0708	ch.11171
0.0000	0.6373	0.9959	0.4247	0.7974	0.5281	0.5472	0.2446	ch.11189
0.0175	0.9987	0.5906	0.9941	0.0112	0.0006	0.9966	0.9435	ch.11191
0.1369	0.9995	0.7178	0.0532	0.9978	0.9948	0.0015	0.2150	ch.11228
0.0003	0.6803	0.9988	0.9998	0.0005	0.0057	0.9982	0.4173	ch.11235
0.0762	0.9903	0.9960	0.9957	0.0004	0.0094	0.0012	0.9693	ch.11249
0.1604	0.0038	0.9801	0.9982	0.8747	0.0065	0.9983	0.9856	ch.11262
0.0924	0.9928	0.2906	0.6309	1.0000	0.9969	0.9696	0.0273	ch.11314
0.0548	0.4221	0.0038	0.9891	0.9988	0.9984	0.0194	0.9982	ch.11321
0.0981	0.9963	0.9938	0.8471	0.0025	0.9939	0.9892	0.0003	ch.11330
0.5462	0.9711	0.6892	0.2271	0.0616	0.5192	0.6133	0.6309	ch.11331
0.0205	0.9913	0.9295	0.9978	0.9989	0.9942	0.9948	0.9866	ch.11346
0.0346	0.9930	0.9990	0.1011	0.9990	0.9983	0.9980	0.0005	ch.11357
0.0059	0.9987	0.8424	0.9961	0.0101	0.0018	0.0159	0.8498	ch.11381
1.3286	0.0022	0.2835	0.9977	0.0001	0.9922	0.1617	0.3492	ch.11420
0.0000	0.1975	0.1283	0.4175	0.7274	0.7645	0.9738	0.1588	ch.11426
0.1120	0.9942	0.9900	0.9978	0.9978	0.0001	0.0120	0.9968	ch.11435
0.1909	0.9938	0.9996	0.0038	0.2283	0.0134	0.7102	0.9914	ch.11482
0.9413	0.4444	0.9970	0.0382	0.9963	0.9928	0.9926	0.0042	ch.11535
0.0018	0.0227	0.0911	0.0003	0.4498	0.0182	0.0501	0.9994	ch.11573
0.0410	0.0024	0.1821	0.0084	0.4404	0.0009	0.0293	0.9692	ch.11578
0.0181	0.9904	0.9995	0.9992	0.9942	0.0121	0.9924	0.2021	ch.1157
0.1809	0.8237	0.9958	0.0023	0.9975	0.0045	0.0109	0.9988	ch.1158
0.0052	0.9920	0.9986	0.9939	0.9970	0.0007	0.9805	0.9939	ch.11629
0.1754	0.9978	0.9990	0.9983	0.9978	0.9962	0.9945	0.9818	ch.1162
0.3845	0.9986	0.9997	0.0025	0.7312	0.0044	0.9962	0.5772	ch.11635
0.0021	0.5973	0.9293	0.6434	0.4305	0.0627	0.1877	0.0060	ch.11656
0.0005	0.9489	0.8309	0.5293	0.7274	0.5227	0.8164	0.7200	ch.11657
0.0331	0.8530	0.6237	0.6612	0.8307	0.9954	0.0106	0.9998	ch.11661
0.0979	0.9971	0.9967	0.9988	0.9998	0.0707	0.0018	0.0078	ch.11706
0.1517	0.9966	0.9936	0.9986	0.4836	0.0008	0.9607	0.9980	ch.1172
0.0000	0.1767	0.9338	0.4753	0.8820	0.9590	0.7416	0.3801	ch.11738
0.0213	0.9652	0.1387	0.4230	0.9788	0.0825	0.7229	0.9219	ch.11739
0.3899	0.3890	0.0042	0.0042	0.9853	0.0001	0.0165	0.9874	ch.11757
0.0000	0.6984	0.9432	0.8005	0.8376	0.6505	0.7908	0.1530	ch.11768
0.0000	0.4826	0.4224	0.9425	0.0653	0.9185	0.9262	0.6580	ch.11769
0.0000	0.4211	0.6521	0.0848	0.4540	0.0307	0.5139	0.4021	ch.11770
0.0000	0.2957	0.2528	0.9429	0.9686	0.0983	0.3593	0.0308	ch.11773
0.0583	0.9995	0.9985	0.9999	0.0001	0.9963	0.9965	0.0040	ch.11796
0.0000	0.3548	0.9994	0.9973	0.0030	0.9942	0.0171	0.1119	ch.1184
0.0672	0.9988	0.1680	0.9976	0.0024	0.0280	0.9941	0.9984	ch.1187
0.1660	0.9813	0.5479	0.0068	0.9987	0.9977	0.0014	0.7806	ch.11881
0.0000	0.7365	0.3636	0.3389	0.7830	0.7435	0.5139	0.3333	ch.11905
0.1865	0.7272	0.0028	0.9988	0.0078	0.0034	0.0002	0.9955	ch.11936
0.1747	0.6473	0.0964	0.9996	0.0142	0.0002	0.0038	0.9968	ch.11939
0.0129	0.9731	0.2203	0.9532	0.5910	0.8584	0.9696	0.0428	ch.11940
0.0710	0.9977	0.9988	0.9983	0.9997	0.2572	0.0006	0.0289	ch.11959
0.0091	0.9995	0.9902	0.9963	0.0002	0.9991	0.9981	0.5065	ch.1200
0.0002	0.1732	0.5354	0.6043	0.8458	0.0348	0.4235	0.0318	ch.1201
0.0289	0.9918	0.2338	0.9996	0.0037	0.0142	0.0020	0.5441	ch.1205
0.0099	0.9689	0.5115	0.4095	0.2714	0.9888	0.9918	0.8670	ch.12125
0.0075	1.0000	0.9989	0.9949	0.7850	0.9945	0.9977	0.7923	ch.12210
0.2154	0.0015	0.9967	0.9946	0.9975	0.9998	0.0010	0.0046	ch.12211
0.0040	0.7906	0.3313	0.3837	0.9728	0.9201	0.5971	0.8805	ch.12261
0.0231	0.6467	0.5038	0.6075	0.8976	0.0192	0.9296	0.3832	ch.12272
0.2902	0.5666	0.9926	0.9973	0.6600	0.0014	0.0021	0.9995	ch.1227
0.8306	0.0054	0.9937	0.9990	0.0684	0.9947	0.0107	0.9915	ch.12293
0.0003	0.4762	0.6773	0.7426	0.9730	0.0683	0.9493	0.3279	ch.12308
0.1308	0.0030	0.9899	0.9884	0.9968	0.0076	0.9990	0.5861	ch.1240
0.0975	0.9990	0.9970	0.7917	0.0080	0.9997	0.9966	0.0012	ch.12411
0.0430	0.9989	0.9997	0.0005	0.9990	0.9984	0.9977	0.5914	ch.1242
0.0333	0.7782	0.5186	0.9272	0.3762	0.4828	0.0093	0.6697	ch.12430
0.0125	0.9699	0.7385	0.9679	0.2051	0.3171	0.9981	0.8383	ch.1250
0.0567	0.9997	0.9997	0.9929	0.0004	0.0036	0.9982	0.6135	ch.12554
0.1013	0.5099	0.7416	0.8775	0.8980	0.3376	0.2178	0.5358	ch.12555
0.0000	0.8697	0.9873	0.5171	0.4043	0.2397	0.8715	0.8514	ch.12583
0.0000	0.9214	0.0910	0.2924	0.6087	0.6707	0.2358	0.0644	ch.12589
0.0002	0.6654	0.1052	0.1644	0.7215	0.2043	0.7152	0.9870	ch.12592
0.1698	0.3882	0.3694	0.9904	0.3880	0.0046	0.0066	0.9999	ch.12646
0.3270	0.9974	0.6982	0.0023	0.0218	0.9961	0.9999	0.0870	ch.12653
0.2772	0.0017	0.0781	0.9977	0.8130	0.0019	0.9670	0.9952	ch.12718
0.4258	0.0056	0.0014	0.9926	0.9602	0.0014	0.0103	0.9985	ch.12740
0.0000	0.8064	0.3011	0.9950	0.7206	0.9112	0.6342	0.8092	ch.12741
0.0000	0.8943	0.7154	0.2996	0.8800	0.3638	0.2300	0.6940	ch.12743
0.1378	0.9994	0.9951	0.0024	0.2734	0.0021	0.9969	0.0120	ch.1274
0.0383	0.9935	0.0786	0.9995	1.0000	0.0009	0.9979	0.9432	ch.12756
0.0191	0.9984	0.0041	0.2552	0.3879	0.9798	0.9986	0.9482	ch.12772
0.0203	0.9987	0.9998	0.9999	0.9979	0.0005	0.9911	0.9939	ch.12775
0.0000	0.8393	0.2280	0.4505	0.4982	0.3196	0.8718	0.6249	ch.12789
0.4935	0.5904	0.9961	0.9980	0.0042	0.9970	0.0019	0.2853	ch.12830
0.0044	0.8823	0.9989	0.0015	0.0015	0.9947	0.0045	0.7707	ch.12854
0.1475	0.0334	0.1828	0.0094	0.4030	0.0010	0.0555	0.9900	ch.12871
0.7627	0.7715	0.3721	0.9993	0.9949	0.0018	0.0049	0.9980	ch.12961
0.9815	0.7372	0.6675	0.9998	0.9933	0.0123	0.0023	0.9779	ch.12962
1.0103	0.9987	0.9942	0.9967	0.9992	0.0044	0.0003	0.9971	ch.12965
0.7784	0.7439	0.3800	0.9989	0.9995	0.0052	0.0017	0.9912	ch.12966
0.0441	0.9974	0.9498	0.9989	0.0002	0.0030	0.0075	0.6523	ch.13039
0.0000	0.9907	0.5722	0.9511	0.7736	0.5379	0.3397	0.5665	ch.13058
0.0325	0.7505	0.6532	0.9942	0.0242	0.0107	0.0239	0.9928	ch.13075
0.0023	0.8774	0.2252	0.9213	0.0431	0.2554	0.9548	0.2527	ch.1316
0.0118	0.9933	0.9974	0.7068	0.9299	0.9986	0.9906	0.5409	ch.13172
0.0000	0.4193	0.8591	0.1338	0.0799	0.2844	0.6321	0.4613	ch.13197
0.0000	0.6125	0.0855	0.4705	0.6148	0.1070	0.0940	0.8031	ch.13206
0.0000	0.2673	0.0182	0.2853	0.6427	0.0510	0.2825	0.1113	ch.13213
0.1143	0.9354	0.3057	0.9966	0.1325	0.0086	0.0025	0.9843	ch.13216
0.0022	0.7457	0.1245	0.9726	0.0663	0.0299	0.0284	0.8179	ch.13253
0.4760	0.0001	0.9906	0.4604	0.0057	0.0011	0.0005	0.9908	ch.13277
0.6699	0.3758	0.9236	0.0880	0.3253	0.3174	0.9207	0.8069	ch.13301
0.0142	0.9983	0.9936	0.9980	0.0656	0.9913	0.2311	0.0124	ch.13339
0.2269	0.9935	0.9998	0.0032	0.3472	0.9989	0.9975	0.0005	ch.13352
0.0087	0.9987	0.2888	0.9994	0.0014	0.0059	0.9968	0.1725	ch.13394
0.0242	0.9980	0.9978	0.7423	0.9983	0.9995	0.0043	0.9905	ch.13395
0.0227	0.9992	0.9824	0.9982	0.9977	0.9998	0.0166	0.9793	ch.13396
0.0043	0.9988	0.6696	0.5346	0.9936	0.8390	0.0031	0.9864	ch.13397
0.0064	0.9956	0.8133	0.9857	0.9924	0.9909	0.0023	0.0050	ch.13398
0.0313	0.9940	0.4277	0.9978	0.9993	0.9921	0.0003	0.7812	ch.13399
0.1401	0.9928	0.9987	0.0103	0.9992	0.0009	0.9979	0.0130	ch.1340
0.0110	0.9993	0.9557	0.9980	0.4836	0.0164	0.9997	0.1402	ch.1342
0.0000	0.2274	0.9965	0.0046	0.9967	0.9977	0.0687	0.9988	ch.13484
0.8071	0.6786	0.0001	0.9935	0.5818	0.0133	0.0004	0.9974	ch.13506
0.0000	0.7786	0.7012	0.4601	0.2775	0.8586	0.6367	0.3993	ch.13507
0.0000	0.4261	0.1196	0.2705	0.1100	0.1989	0.9397	0.1507	ch.13508
0.0000	0.3670	0.3546	0.5854	0.4746	0.8233	0.7640	0.7998	ch.13511
0.0524	0.9953	0.4654	0.0010	0.9849	0.9930	0.0004	0.1489	ch.13513
0.0120	0.9951	0.0051	0.9968	0.9980	0.0006	0.0004	0.9996	ch.13514
1.1463	0.9997	0.1721	0.0198	0.0031	0.0007	0.9962	0.1616	ch.13526
0.0000	0.4689	0.6499	0.5322	0.5393	0.9904	0.7001	0.3016	ch.13542
0.1888	0.0832	0.5203	0.0016	0.9938	0.0064	0.0017	0.4741	ch.13549
0.1019	0.0056	0.9855	0.8958	0.9996	0.9970	0.0001	0.1538	ch.13574
0.0000	0.3800	0.8587	0.1538	0.9167	0.8245	0.8388	0.7512	ch.13575
0.0000	0.4031	0.5644	0.2038	0.7489	0.0439	0.6274	0.3083	ch.13599
0.0050	0.9963	0.7470	0.5197	0.9954	0.9987	0.9990	0.0020	ch.13612
0.0024	0.9923	0.9999	0.0127	0.9964	0.9895	0.9977	0.7421	ch.13614
0.0001	0.9604	0.1993	0.9434	0.9681	0.9977	0.9386	0.9965	ch.13615
0.0000	0.2394	0.1207	0.6339	0.9046	0.2475	0.3688	0.0271	ch.13622
0.0012	0.9688	0.5832	0.5294	0.0143	0.7918	0.9910	0.1514	ch.13644
0.1053	0.5098	0.0919	0.9983	0.9950	0.0030	0.0008	0.9997	ch.13655
0.0000	0.2890	0.2676	0.9164	0.3845	0.1355	0.1428	0.9555	ch.13675
0.0000	0.1625	0.9991	0.9555	0.2047	0.1753	0.6890	0.9489	ch.13709
0.1109	0.9989	0.9933	0.8844	0.8525	0.9883	0.9886	0.0056	ch.1373
0.0665	0.0093	0.9352	0.9984	0.0933	0.0007	0.0076	0.9870	ch.13776
0.0009	0.1336	0.9092	0.7753	0.9267	0.7575	0.0698	0.9624	ch.13786
0.0000	0.3984	0.0241	0.9251	0.6432	0.5113	0.7988	0.8601	ch.13805
0.6997	0.0005	0.9923	0.0108	0.5157	0.0013	0.0015	0.9921	ch.1381
0.0000	0.3359	0.9068	0.9812	0.2132	0.0693	0.9241	0.5274	ch.13820
0.0571	0.9895	0.0045	0.9992	0.9953	0.0032	0.0046	0.9967	ch.13865
0.5515	0.0009	0.4472	0.9954	0.4935	0.0048	0.0008	0.9976	ch.13873
0.0133	0.0158	0.9935	0.9420	0.5910	0.0010	0.0068	0.9887	ch.1388
0.1535	0.9958	0.0223	0.0043	0.9936	0.0069	0.9950	0.0033	ch.13942
0.2415	0.9992	0.5939	0.9975	0.0018	0.0044	0.9975	0.9966	ch.13952
0.0023	0.2310	0.0405	0.8029	0.9173	0.4911	0.0286	0.1630	ch.13953
0.0096	0.0670	0.5481	0.7715	0.1090	0.0015	0.0422	0.9623	ch.13973
0.5947	0.5357	0.9907	0.0005	0.9961	0.0041	0.0018	0.9993	ch.13981
0.7705	0.2784	0.0096	0.9974	0.6467	0.0002	0.6382	0.9837	ch.14005
0.0065	0.9808	0.4463	0.9900	0.3965	0.9030	0.4808	0.6537	ch.14036
0.6097	0.9978	0.9990	0.0023	0.3600	0.9955	0.0015	0.0151	ch.14037
0.0577	0.0028	0.9963	0.9973	0.1407	0.0063	0.0056	0.9970	ch.14052
0.0209	0.9995	0.9998	0.9990	0.9922	0.0082	0.0039	0.3388	ch.14064
0.1057	0.9972	0.9992	0.2338	0.0005	0.0082	0.9917	0.9903	ch.14065
1.0869	0.9983	0.2937	0.9976	0.6691	0.9917	0.0003	0.2829	ch.14071
0.0007	0.5758	0.1714	0.8893	0.2824	0.6051	0.2015	0.3622	ch.14110
1.0014	0.9720	0.3068	0.9211	0.6030	0.0048	0.0026	0.9911	ch.1411
0.0062	0.9977	0.1639	0.9882	0.0075	0.0123	0.9961	0.2992	ch.14142
0.0045	0.3579	0.9584	0.5284	0.1702	0.9053	0.0076	0.6189	ch.14169
0.1114	0.8860	0.9991	0.9858	0.2621	0.0033	0.0041	0.9873	ch.1416
0.1487	0.9999	0.9990	0.9938	0.5245	0.9871	0.0057	0.9936	ch.1420
0.0013	0.7686	0.0679	0.2400	0.3936	0.9660	0.5146	0.0775	ch.14214
0.0842	0.0066	0.9392	0.9942	0.9987	0.9994	0.0015	0.5698	ch.14215
1.3820	0.0018	0.9998	0.0015	0.4096	0.9996	0.9953	0.0063	ch.14216
0.0009	0.8038	0.8747	0.7891	0.5501	0.8343	0.8131	0.1258	ch.14219
0.0007	0.4506	0.9859	0.9595	0.3387	0.7879	0.6318	0.3286	ch.14227
0.3981	0.9992	0.8074	0.0019	0.5121	0.9998	0.0019	0.1021	ch.1423
0.0014	0.0204	0.0202	0.7160	0.0039	0.0073	0.0151	0.9908	ch.1425
0.3818	0.0027	0.5661	0.9995	0.9901	0.9892	0.0031	0.1131	ch.14262
0.0368	0.9978	0.8216	0.4755	0.9996	0.9969	0.0009	0.6895	ch.14264
0.0419	0.9974	0.1147	0.9588	0.4876	0.0144	0.2316	0.7467	ch.14276
0.0518	0.3674	0.9853	0.1300	0.3971	0.7249	0.1309	0.0747	ch.1428
0.0276	0.9917	0.9975	0.9972	0.9991	0.0002	0.0007	0.6344	ch.14292
0.0965	0.9948	0.9986	0.9992	0.9947	0.9996	0.0018	0.9976	ch.14293
0.0519	0.6757	0.0164	0.9934	0.5461	0.0001	0.0051	0.9952	ch.14297
0.0004	0.1148	0.5526	0.6642	0.2430	0.1279	0.1847	0.7830	ch.14303
0.2619	0.9776	0.9931	0.4554	0.9989	0.3618	0.0026	0.9912	ch.14304
0.0579	0.8794	0.1764	0.0038	0.9996	0.0238	0.0103	0.9986	ch.14307
0.3378	0.4400	0.0749	0.9955	0.9226	0.0168	0.0227	0.9756	ch.14334
0.2750	0.9884	0.9847	0.2062	0.9975	0.0048	0.0003	0.0150	ch.14341
0.1229	0.1737	0.2727	0.1578	0.7953	0.0250	0.0890	0.0716	ch.14350
0.0030	0.8850	0.9998	0.0011	0.0089	0.0016	0.9992	0.1441	ch.14418
0.2098	0.9999	0.9396	0.5165	0.9901	0.9956	0.0018	0.7953	ch.14504
0.0135	0.8112	0.6070	0.5646	0.7022	0.9971	0.9988	0.0089	ch.14514
0.4753	0.9974	0.0096	0.0012	0.0015	0.9847	0.9997	0.9753	ch.14553
0.4762	0.9988	0.0217	0.0031	0.0079	0.9980	0.9919	0.9979	ch.14567
0.7509	0.0007	0.3413	0.9436	0.6652	0.0037	0.0002	0.9995	ch.14619
0.4989	0.2890	0.5573	0.9992	0.1343	0.9876	0.9968	0.5474	ch.1461
0.0085	0.9996	0.9980	0.0022	0.2646	0.0013	0.9978	0.4206	ch.14621
0.5355	0.6462	0.3424	0.9982	0.0876	0.9871	0.0034	0.9981	ch.14625
0.0000	0.2698	0.9677	0.7266	0.5777	0.3957	0.8410	0.9220	ch.14626
0.0000	0.4011	0.9951	0.4318	0.2757	0.3005	0.9451	0.3082	ch.14627
0.7170	0.5769	0.2850	0.9971	0.2888	0.4947	0.0012	0.9942	ch.14628
0.0009	0.5609	0.9294	0.9617	0.6587	0.8215	0.4462	0.8527	ch.14633
0.0172	0.9950	0.4910	0.9960	0.9951	0.9754	0.0031	0.9906	ch.14672
0.0016	0.2413	0.9981	0.0038	0.9968	0.0083	0.9985	0.0024	ch.14734
1.2494	0.0008	0.1637	0.9889	0.9995	0.0104	0.0050	0.9993	ch.14735
0.0075	0.9854	0.9952	0.9964	0.9939	0.5251	0.0087	0.9981	ch.14737
0.0023	0.1685	0.9338	0.8254	0.0252	0.1989	0.4727	0.9302	ch.14746
0.0000	0.7076	0.5585	0.5563	0.4038	0.9246	0.7561	0.1356	ch.14749
0.0599	0.9987	0.9988	0.0826	0.9999	0.9932	0.9942	0.0088	ch.14768
0.0602	0.9984	0.9479	0.8553	0.9947	0.0108	0.0015	0.0371	ch.14789
0.0000	0.3621	0.5043	0.3254	0.9554	0.8303	0.4636	0.7426	ch.14801
0.0000	0.5516	0.0390	0.4938	0.0687	0.2818	0.3236	0.5121	ch.14823
0.0002	0.6921	0.3557	0.7240	0.4605	0.7762	0.3360	0.2410	ch.14825
0.0005	0.4573	0.1509	0.5474	0.8562	0.6196	0.6652	0.7984	ch.14861
0.1868	0.9994	0.9934	0.0020	0.0009	0.9883	0.9901	0.9939	ch.14866
0.0052	0.1153	0.1928	0.3809	0.0075	0.0917	0.2250	0.7507	ch.1489
0.2891	0.9988	0.9884	0.9992	0.0013	0.9767	0.9911	0.2553	ch.14905
0.0000	0.9066	0.0951	0.0869	0.3817	0.1258	0.4991	0.5233	ch.14916
0.0000	0.8639	0.4416	0.5137	0.1985	0.5602	0.0509	0.8323	ch.14917
0.0169	0.8493	0.9926	0.9990	0.0003	0.0078	0.4374	0.9975	ch.14920
0.0001	0.5475	0.6886	0.3327	0.2441	0.1101	0.6673	0.7698	ch.14921
0.0000	0.8490	0.2081	0.6691	0.7354	0.7633	0.6278	0.9720	ch.14923
0.0002	0.8378	0.6938	0.1694	0.2530	0.5389	0.5693	0.7100	ch.14924
0.0000	0.5925	0.2089	0.1631	0.9701	0.7623	0.9698	0.2044	ch.14927
0.0151	0.8005	0.3276	0.4989	0.1608	0.1119	0.9977	0.5135	ch.15015
0.0446	0.9981	0.9973	0.0013	0.0013	0.0017	0.9919	0.7226	ch.1501
0.2753	0.9986	0.9887	0.4501	0.6442	0.9955	0.9998	0.9827	ch.15022
1.0194	0.9982	0.9987	0.9984	0.8347	0.1391	0.0139	0.0071	ch.15036
0.3485	0.9951	0.4645	0.9898	0.9977	0.9961	0.9984	0.0000	ch.15054
0.0011	0.2360	0.9981	0.9929	0.0038	0.0091	0.9969	0.8897	ch.15091
0.1064	0.0341	0.9935	0.4439	0.0010	0.9974	0.9925	0.0018	ch.15093
0.0817	0.9980	0.9995	0.2783	0.9966	0.9951	0.9853	0.0040	ch.15097
0.0142	0.7324	0.1920	0.9998	0.9977	0.0046	0.9987	0.7070	ch.15099
0.0441	0.9985	0.9980	0.4372	0.9993	0.9995	0.9907	0.9998	ch.15108
0.5524	0.9878	0.9854	0.0068	0.3680	0.9864	0.9927	0.9053	ch.15112
0.0008	0.5009	0.8563	0.9223	0.0170	0.2776	0.9679	0.3275	ch.15121
0.0572	0.0008	0.0056	0.9948	0.9999	0.0008	0.0046	0.9977	ch.15124
0.0000	0.9924	0.3072	0.1401	0.8812	0.9093	0.0773	0.3902	ch.15129
0.0785	0.0767	0.0785	0.1147	0.0973	0.0023	0.9142	0.0991	ch.15130
0.2331	0.0073	0.9717	0.5722	0.0093	0.0988	0.1381	0.6054	ch.15131
0.0418	0.9875	0.2630	0.1082	0.9811	0.3144	0.7521	0.3636	ch.15139
0.2171	0.0023	0.0014	0.9996	0.6077	0.0094	0.0090	0.9965	ch.15140
0.0548	0.9981	0.9976	0.9996	0.9915	0.9965	0.9930	0.0585	ch.15142
0.1442	0.9940	0.5449	0.9985	0.9887	0.9679	0.0109	0.9969	ch.15149
0.0914	0.9920	0.9998	0.0029	0.7632	0.9969	0.9851	0.9941	ch.15164
0.0001	0.2531	0.7448	0.0403	0.0158	0.9911	0.5615	0.5456	ch.15173
0.0976	0.9969	0.9948	0.9997	0.6569	0.0082	0.0041	0.9990	ch.15294
0.0202	0.0038	0.9977	0.9904	0.3964	0.0013	0.0005	0.9981	ch.15300
