# id	length	introns	RNAseq	isoforms
11098	762	2	416375	3292	
36979	567	1	337175	3431	
575	710	1	144299	3432	
1578	703	2	358889	3611	
36961	687	1	9848300	3687	
17981	761	2	305289	3769	
12897	691	1	722031	3823	
1752	598	1	320894	3878	
37875	619	1	315151	3895	
35465	615	1	721080	3950	
47156	653	1	395097	4045	
46970	616	1	110213	4095	
1731	609	1	364084	4185	
44631	700	1	186397	4205	
39145	604	1	2482110	4327	
12329	635	1	370634	4342	
9237	614	1	152925	4518	
36960	690	1	6760920	4539	
44920	622	1	293805	4610	
11214	608	1	413007	4841	
34155	728	1	142697	4877	
461	772	2	360922	4911	
37405	618	1	290173	5021	
19602	678	2	1949550	5059	
11165	693	2	342021	5165	
456	663	1	449660	5233	
12553	732	1	398121	5253	
36153	745	1	1701750	5298	
37033	628	1	214099	5629	
407	706	1	1819810	5666	
15234	679	1	108211	5986	
46239	616	1	218237	6010	
46925	679	1	251228	6047	
43923	651	1	1487660	6165	
15068	602	1	452526	6318	
35952	683	2	147818	6391	
36949	613	1	776116	6742	
1105	603	1	3613520	7125	
9274	694	2	429365	7394	
43924	644	1	1265880	7485	
2360	783	1	1150860	7489	
13598	658	1	2219720	7803	
2953	690	1	1172750	7803	
2385	704	1	123441	7943	
10831	674	1	315858	8044	
11097	797	2	584531	8255	
9980	808	1	621032	8370	
43925	637	1	117505	8389	
14547	830	2	571515	8551	
34477	711	1	10419400	8586	
44943	644	1	284193	8611	
11973	597	1	21739000	8884	
35395	688	1	119390	9162	
19901	867	3	1017950	9213	
18796	745	1	864138	9359	
46229	635	1	244515	9638	
19101	745	2	566128	9674	
562	732	1	2050210	9699	
12205	664	1	708933	9787	
11980	654	2	20362500	9946	
14519	859	2	680667	10423	
34571	760	1	133156	10553	
46967	647	1	127891	11016	
44601	605	1	9048060	11044	
11015	697	1	119746	11135	
13040	708	1	373357	11211	
7178	736	1	417122	11255	
4920	847	2	418269	11350	
46353	733	1	179309	11569	
18211	713	1	157472	11975	
9401	786	1	373585	12307	
7838	770	2	396177	12330	
2902	663	2	145232	12712	
8119	780	2	416830	12719	
7410	621	1	418119	12865	
36962	687	1	9869380	12944	
19437	742	2	258604	13053	
1751	801	1	1501530	13132	
46971	620	1	236792	13197	
38763	875	3	678577	13593	
38134	653	1	2073520	13916	
9758	922	2	391423	14102	
39049	778	1	235149	14271	
37386	713	1	1294640	14405	
45905	620	1	376329	14603	
8624	779	1	681403	14781	
2579	742	2	158787	14895	
7875	849	2	2076400	14903	
6397	805	2	111699	15103	
44310	705	1	142283	15569	
20750	775	2	126667	15919	
4456	712	1	307510	16123	
38616	737	2	256042	16573	
7913	789	2	20234000	16579	
269	788	2	4473820	16730	
4204	650	2	1269480	16863	
7240	735	2	1080880	17219	
6164	742	1	1409250	17332	
2414	716	1	376427	17528	
11032	708	1	233258	17747	
37714	686	1	4742840	17773	
12760	795	1	1728840	17891	
14001	833	2	616191	18277	
34195	719	1	138981	18795	
14386	744	1	197285	18898	
35339	639	1	2710080	19703	
2064	776	2	128731	20025	
19509	799	1	281642	20084	
6283	756	2	143915	20225	
12355	783	1	658908	20317	
4326	818	1	203756	20336	
46968	628	1	190244	21273	
43677	656	1	1456100	21373	
19782	760	1	156074	21503	
1147	735	2	685191	21550	
19200	813	1	161561	21645	
42623	721	1	293210	21788	
9857	880	1	650078	23446	
36004	693	1	852236	23663	
12173	734	1	936446	23967	
10969	912	1	164536	24193	
36219	888	3	163388	24638	
46228	634	1	134748	24845	
37137	703	1	2038000	24994	
1249	732	1	142499	25113	
39758	705	1	842211	25401	
8465	783	1	798073	25919	
724	807	1	551752	27209	
11164	693	2	339574	27339	
1243	834	2	211673	27825	
39318	780	2	483497	28106	
12887	868	2	451810	28660	
12427	685	1	316575	28734	
38917	838	1	3814740	28851	
19697	925	2	1803020	28958	
8787	754	1	273817	29496	
6484	723	1	351213	29606	
35751	747	2	357603	29698	
371	776	2	455172	29877	
920	687	1	3384620	30132	
11858	841	1	765929	30213	
36145	665	1	899297	30571	
44416	718	1	562383	30755	
13331	1026	2	382364	31275	
15257	823	1	345995	31369	
10392	707	2	148459	31818	
20947	740	2	342901	31923	
8706	669	1	215725	32790	
12178	720	2	1452000	33055	
9733	823	1	17627100	33391	
12653	673	3	102617	34315	
12711	813	3	501101	34739	
10264	735	1	222201	35064	
1610	846	1	348055	35397	
13449	1009	2	245036	35544	
411	690	1	19580800	35997	
34478	702	1	9650150	36167	
7487	785	2	577136	36579	
19852	750	1	116350	36656	
6118	712	1	3763410	36863	
2382	805	1	166961	37962	
3489	826	2	5179870	38308	
39576	595	1	114292	38929	
11475	720	2	422841	39183	
2014	885	2	1911280	39440	
13088	771	1	1491720	39812	
45915	757	3	589129	40247	
15051	898	2	153860	40318	
4921	811	1	159267	40437	
12818	840	2	683935	40459	
19294	830	2	458925	41461	
34305	898	1	1683760	41694	
40904	716	1	436152	41865	
8607	863	2	29758600	42222	
14983	807	1	2004610	43227	
8483	737	1	103116	43445	
12179	705	2	1912090	43717	
12170	713	1	16999300	44351	
5406	920	2	162101	45142	
7239	830	2	741196	45401	
43497	971	2	183275	46265	
7060	714	1	120067	46668	
35058	768	1	1622640	46842	
12888	756	2	3698550	47168	
12175	747	1	1325710	47549	
2500	785	1	132731	48678	
38988	746	2	1949400	49000	
38497	644	1	352041	49183	
21557	698	2	248687	49293	
46236	688	1	218483	49418	
45421	708	2	2372950	49688	
1954	892	1	1986340	49820	
13870	733	2	495742	50112	
38621	774	1	2873300	50738	
12774	752	2	506198	50904	
18526	861	2	5800990	51349	
2717	679	1	215483	51492	
20420	793	2	1897220	51772	
46969	690	1	133181	53602	
44914	635	1	293882	55435	
8514	755	2	145129	55699	
13309	871	1	174907	56028	
43	905	3	185671	56264	
12660	820	1	528825	57681	
12635	884	1	24152100	58312	
34473	729	1	9836730	58618	
42466	886	2	184379	58820	
1713	831	2	490571	58905	
37443	824	2	649901	58981	
17427	713	1	41556300	59503	
13188	796	2	828555	59923	
6554	876	2	361028	60731	
9864	905	2	170942	62401	
41912	806	2	508210	62681	
7640	768	1	244146	63061	
7043	781	2	470854	63841	
36128	755	1	261903	63998	
1864	822	2	1286470	64667	
43932	716	2	207768	64757	
15069	943	1	100282	65720	
12398	807	2	425801	66039	
4473	758	1	784246	66192	
19230	809	2	404096	67116	
34258	930	3	119689	68981	
13701	761	2	23891400	69628	
18852	732	2	265446	69872	
13039	837	1	3375380	70548	
12801	908	3	406394	70566	
2413	912	1	521362	70590	
2338	723	1	2090560	70622	
12466	991	2	226538	71356	
13775	854	2	652839	71881	
2110	795	3	372245	72219	
3838	759	1	5238140	73570	
8984	825	1	200314	74333	
19861	818	1	405621	74401	
46477	792	1	254861	74591	
34304	824	1	986127	74666	
1953	855	2	1205010	75480	
8669	902	2	528887	75639	
43860	893	2	1001930	76091	
39791	772	1	28336700	77541	
3080	777	2	1260880	78166	
39530	682	2	768778	78684	
1688	746	1	3507470	79773	
34927	816	2	134510	80065	
41202	861	1	157432	81125	
32193	947	1	476203	81381	
8334	866	2	108490	83030	
7888	854	1	1475710	83619	
20276	729	1	911828	83662	
14831	851	2	227598	84402	
19189	819	3	1880470	84841	
4422	863	1	285847	86447	
32837	865	2	330396	86658	
34190	776	1	764419	87693	
11034	752	1	364958	89792	
9583	956	1	6912100	91040	
11478	803	1	25112100	92295	
41285	1121	4	226205	93323	
41701	863	1	121829	93919	
19816	902	3	708239	94777	
11719	957	2	513674	96473	
13402	909	2	109145	97584	
19839	889	2	270096	98262	
11893	913	2	136140	98927	
7939	831	1	664305	100811	
1573	884	1	981828	102641	
21567	755	2	171489	104668	
39536	724	1	18518100	105002	
20428	808	2	10222400	105451	
19302	879	2	1193980	106159	
34233	855	1	2553800	107071	
19143	760	2	598775	107350	
11431	767	1	858095	107970	
41693	967	1	314606	110013	
20404	880	1	759135	110509	
39623	766	1	598737	110859	
10738	807	2	336020	112571	
40388	890	1	124528	112797	
10771	938	2	402391	115043	
2727	858	3	167076	115147	
1033	838	1	140611	115731	
1063	962	2	172089	117172	
34557	1111	3	475417	117977	
2900	930	2	2489960	119062	
6565	848	1	289274	119239	
43402	819	2	5844340	119270	
9104	817	1	153070	123193	
8358	851	1	633316	124621	
11326	819	2	440008	125635	
44104	834	2	412520	127989	
10827	959	1	263843	128475	
2060	895	1	184781	128873	
8479	800	1	5636470	129095	
13278	869	1	129090	129932	
20992	734	2	636447	130710	
14484	1015	2	3094310	132887	
35337	870	2	771854	133928	
13489	760	1	1629280	134238	
36146	684	1	462516	134737	
3083	898	2	637508	134794	
6869	834	3	887487	135065	
33752	930	4	691413	136347	
33929	805	1	444973	136845	
18847	836	2	389491	139116	
20533	871	2	1453610	139994	
41307	969	3	502463	140350	
7929	768	2	825411	144740	
7203	853	1	440384	145355	
34474	711	1	10381000	145367	
2218	786	2	12644600	145623	
11473	949	1	371391	148209	
11557	1102	2	529118	149964	
39924	969	2	169025	151754	
8346	873	3	571170	156302	
11676	872	2	187526	158917	
21327	722	2	524483	159535	
1813	825	1	2616650	161859	
9418	814	2	237949	163332	
35931	787	2	409125	163678	
16007	1079	2	209894	167453	
7281	943	2	1058410	167987	
20941	696	1	17221600	169008	
45220	819	2	180608	169979	
36455	859	2	193605	171407	
42412	829	1	908046	171530	
8323	894	2	2757370	174422	
36963	728	1	6737860	175075	
11731	841	2	505427	179256	
5902	796	2	252767	180516	
19408	1007	1	1320860	183155	
4336	1017	1	992348	186153	
6106	962	3	184737	186342	
39127	933	2	258999	187045	
5761	917	2	105753	188943	
36534	816	1	489775	189241	
365	756	2	25077000	191995	
36749	1073	2	872546	192692	
38756	773	2	142334	193189	
1536	897	3	158680	194498	
8982	825	1	201855	196271	
8956	860	2	466559	197203	
41393	866	2	120355	197293	
42932	825	2	1785480	198166	
38149	884	1	303944	198653	
12193	1037	2	130320	198858	
10324	926	1	811640	199177	
9807	937	1	477098	200354	
2977	835	2	15866400	201287	
36521	975	3	595881	201738	
20983	1005	1	384652	202466	
2349	966	2	396498	202772	
12549	921	3	379858	205922	
42850	871	2	2315810	208281	
42929	820	1	1493440	211138	
4365	891	2	1336750	211324	
37374	899	1	144967	211466	
45000	813	1	333507	213657	
12280	815	2	199264	215214	
20176	975	1	137223	216116	
10249	874	1	19364600	216467	
8482	968	2	484037	217102	
34995	1047	3	255362	221594	
7890	838	3	311963	221625	
12943	968	2	471985	223143	
14114	1002	1	322705	225227	
5986	965	2	101882	225675	
2006	910	2	284272	226552	
15898	1064	2	304237	226929	
6059	982	2	208393	227069	
19695	964	2	3575310	227071	
38238	930	3	461349	227943	
19403	967	1	956447	228948	
15115	984	1	3976180	228991	
8508	809	3	659619	233395	
37747	848	3	171976	236116	
45960	932	2	1567900	236705	
38734	905	2	117002	237679	
38732	749	1	182535	237952	
46650	838	2	107498	239179	
13051	917	1	949099	240456	
35580	938	2	113070	240734	
3716	1039	1	256480	244312	
9199	1197	3	704389	246320	
13321	1167	2	243373	246625	
3054	1124	2	241238	249707	
16249	883	3	185926	250079	
33825	884	1	20397900	250610	
39078	772	1	824891	250901	
11143	1018	1	245062	251721	
41403	826	1	165250	251838	
20792	1017	1	618666	256120	
13682	953	1	1031310	256932	
11232	916	2	422946	258236	
38612	895	1	133201	260046	
11972	798	2	26253800	260411	
19534	839	2	696552	260808	
5813	1094	4	490863	264343	
3492	873	1	1923500	267838	
1576	842	1	684439	269613	
13815	1010	3	433624	271612	
13259	908	2	1172270	271759	
2380	822	2	21546400	275184	
11321	931	2	313630	276568	
11358	934	1	407017	278451	
850	948	2	157120	279872	
18601	1046	1	123297	286821	
6318	958	2	115439	287445	
1567	872	2	17721300	290759	
15056	817	3	115641	291109	
249	776	1	1656890	292960	
21213	1047	3	165934	296006	
20294	918	1	1067920	297071	
38628	827	1	1275460	298013	
21025	1000	2	439161	298881	
41809	990	1	271904	299208	
5455	1071	4	229181	299980	
39279	1135	2	130687	301460	
44219	825	3	131145	302171	
18816	953	2	333695	302975	
37742	1024	2	318366	304891	
2908	958	1	357439	305300	
11803	1030	2	522723	307044	
11278	937	2	335698	307273	
2301	881	1	484370	308339	
19327	912	3	332950	309801	
37797	830	1	174200	310570	
1587	962	1	808034	311061	
662	1026	2	434804	312521	
19055	911	2	137329	314627	
36105	800	2	162135	316569	
7511	1005	2	303051	316573	
45212	901	1	244182	317240	
9517	824	1	299565	319614	
37391	1123	2	348958	321784	
45878	879	3	3077300	322063	
4685	844	2	4125490	323355	
8350	864	3	2943880	324804	
12097	927	2	16278100	328407	
956	969	2	611986	329271	
34381	894	2	3386360	329768	
7110	1183	4	203504	330998	
91	857	2	744722	331002	
7690	1037	1	820371	332133	
20410	1122	1	917824	337067	
19002	898	2	257520	337870	
14630	955	1	838935	337998	
20061	924	1	591265	344381	
10074	834	2	5278400	348466	
1824	1048	2	710053	350046	
13432	817	2	572246	351569	
918	858	1	2118700	351692	
36450	848	2	16490600	352119	
20648	840	2	22203200	354843	
37134	830	1	1331140	357269	
15196	771	1	4254710	357552	
7200	954	3	21054600	359242	
37802	860	2	333889	360991	
9317	873	1	273411	366743	
34476	805	2	712540	367472	
46953	1029	2	144646	372719	
34622	969	2	192711	374403	
9361	1055	3	263198	376679	
6354	904	1	198100	377677	
14183	928	2	469625	378964	
44683	889	2	1089230	380246	
39139	1021	1	250490	382005	
41405	934	3	115866	382293	
1035	793	2	18219200	383144	
8257	1008	2	1397580	386195	
3491	934	1	608836	390932	
7681	1071	2	204765	391427	
1352	996	1	307685	393080	
12714	971	3	701405	398089	
15226	856	1	12327400	400528	
45355	966	2	1699620	404309	
6648	952	2	160198	407385	
885	960	3	6344660	408672	
11856	916	3	428536	410392	
35265	997	3	483304	434308	
47484	1008	1	2248660	441151	
34365	893	2	163374	442256	
9808	1042	1	802683	442758	
5760	1093	2	136564	446470	
39849	1014	1	205108	448650	
4174	827	1	101581	448718	
9092	994	3	144976	450963	
14555	1004	1	1483150	451403	
12270	877	1	18598400	453126	
1934	1024	3	876795	454146	
14640	1105	3	1555610	455213	
20257	938	1	440875	455623	
4357	897	1	20585600	460586	
20135	950	1	120937	460710	
1230	977	2	298011	467067	
3490	894	2	15781400	468680	
34933	953	2	10316900	470099	
1145	1099	3	517962	472669	
41849	889	3	565633	474263	
38147	1094	2	629319	477969	
37840	1071	3	481083	481465	
21974	919	3	776973	486083	
39091	862	1	469760	488627	
2237	1018	4	392539	494849	
38778	936	1	1161820	495028	
2428	941	3	199664	496324	
7123	1037	3	340189	497737	
17862	1039	2	491874	501852	
38517	889	1	897798	507166	
14115	1017	2	623253	510937	
9093	1020	2	222895	518083	
19708	919	2	479881	523886	
33699	993	2	388794	524289	
1736	1059	2	194251	525257	
7127	998	1	156906	527061	
34157	985	1	122158	529096	
12094	1048	1	261061	536207	
6147	862	1	1351070	537319	
8530	1118	4	1130840	539195	
35761	1097	2	394029	540926	
6210	895	2	395232	544091	
6415	975	2	505401	548239	
43218	859	2	2375720	549327	
44137	897	2	954741	549676	
38939	910	3	322484	550811	
10034	932	2	18616900	551360	
7809	1085	1	409403	555630	
3058	1000	1	340506	561739	
14018	1002	3	363697	565654	
19672	1048	2	1086200	566673	
18487	970	1	409380	567210	
2168	1137	1	585788	570667	
2691	948	2	19199500	572244	
37223	1138	4	534682	575878	
10939	1062	2	1740530	577861	
34041	846	2	126997	579950	
36941	961	3	367899	580812	
37135	929	1	1981920	582147	
13181	961	2	603247	585977	
11699	1101	2	15376100	587156	
36464	1100	2	594018	594003	
2710	884	2	1228470	594325	
75	1089	3	336256	596104	
14273	1062	2	262605	601465	
13491	1084	1	932153	606810	
41566	1010	2	194618	607393	
20990	956	2	35912700	608797	
1811	996	3	338179	612452	
20509	974	2	118507	613514	
37798	970	1	455117	615046	
44855	966	3	131100	620493	
39234	1034	2	196502	628581	
15071	995	1	362056	639122	
6353	964	2	169068	645989	
14616	1025	2	109394	651513	
9878	1005	4	155856	657604	
12657	850	1	511706	661209	
9911	1196	1	425960	663048	
1689	1010	1	1894270	664739	
7977	1044	2	111915	669575	
864	1116	3	128463	672179	
5726	1138	2	129969	672186	
13863	1057	3	1429520	692134	
6319	896	1	110750	695685	
11095	993	3	202321	695694	
45432	853	2	636538	704541	
987	964	2	1384140	720306	
10767	964	2	16443200	724481	
38459	942	2	331188	725804	
15186	988	2	188460	727693	
47488	1022	2	569765	733635	
44999	813	1	154712	735887	
47716	1139	1	220325	739103	
11543	1062	3	607322	742746	
20553	1198	3	158770	742839	
13493	1052	2	2843070	748223	
35059	962	1	540002	759484	
37571	969	2	149633	766665	
11378	1054	2	427168	772082	
1695	1023	2	493837	775175	
36422	908	2	583577	776826	
8703	1024	1	366719	782408	
36768	1039	1	1541950	784357	
19587	1167	2	160010	785060	
6412	1080	2	407047	785285	
25460	1158	4	387494	785695	
19850	1035	2	118303	789071	
8368	1058	3	203089	791694	
19207	1057	1	527706	793293	
2296	964	3	1215740	795075	
20859	1043	1	515699	803212	
12788	963	3	350050	808199	
35563	1113	2	341919	814759	
20840	1031	2	570161	817642	
20372	888	3	846256	818947	
687	973	2	414589	822270	
39103	1038	2	613078	823424	
2989	987	3	184973	831406	
14749	1192	1	4627840	834655	
9521	815	1	415688	842879	
7447	985	1	7694390	842979	
1358	1020	2	408400	870781	
39372	1000	2	5280540	872112	
2042	1113	1	244798	876716	
20462	1018	2	1292090	886319	
2077	1100	2	236093	894700	
13081	1092	2	1271460	897515	
9616	1043	3	754109	900039	
4061	956	1	11817600	900395	
12003	1088	1	240615	907788	
46234	1153	4	140478	920628	
1790	1045	2	944320	926297	
8267	981	3	375142	934617	
11509	1168	2	595041	934717	
34813	989	2	287915	936119	
8202	1141	2	198009	940987	
15575	1125	2	105525	941245	
1936	999	3	1535300	946545	
12408	963	2	463451	947371	
9813	954	1	267042	954498	
13865	1015	3	454243	955957	
37136	950	1	1023650	958867	
10968	1090	2	381486	960441	
8237	1064	3	147860	960983	
19050	976	2	328420	963677	
39172	1032	3	2225770	964027	
35924	1111	3	224453	966711	
3980	1028	2	2014200	967299	
35602	1061	3	167982	968321	
47924	995	3	9713220	969821	
15896	1022	2	629615	975206	
2667	998	3	409528	979365	
20416	1051	2	116006	980615	
3010	1080	2	365793	981342	
2297	1037	3	561508	984799	
35885	1067	1	3983710	999647	
