gid,fitness,wacc,wdon,wexs,wins,wexl,winl,winf
3.4,0.0959,0.9986,0.2454,0.0063,0.9976,0.3017,0.9996,0.9969
2.248,0.6479,0.9997,0.9998,0.1333,0.9871,0.0024,0.9921,0.0030
1.417,0.6667,0.9906,0.9923,0.0037,0.9968,0.0014,0.0041,0.9954
3.51,0.6095,0.0171,0.9893,0.0009,0.9778,0.2596,0.9943,0.9993
2.256,0.7054,0.9942,0.9984,0.0056,0.9989,0.0033,0.0020,0.4868
2.212,0.5000,0.9992,0.9990,0.2181,0.9998,0.9951,0.4711,0.9999
2.25,0.3913,0.9962,0.5341,0.1683,0.9977,0.9968,0.9957,0.9947
1.332,0.6657,0.5065,0.9981,0.0021,0.9945,0.7427,0.0038,0.9968
2.29,0.3960,0.9992,0.9976,0.0248,0.3509,0.9911,0.0043,0.9176
2.119,0.5064,0.9576,0.7818,0.0047,0.0344,0.9985,0.0047,0.9876
1.381,0.7999,0.7157,0.0046,0.9991,0.3772,0.9993,0.9930,0.0020
1.352,1.0000,0.6156,0.9397,0.4032,0.2392,0.9424,0.0451,0.2899
1.345,1.0000,0.4353,0.4001,0.9022,0.7722,0.2284,0.3035,0.0760
1.481,0.8005,0.9959,0.5409,0.0023,0.9964,0.0014,0.0010,0.9981
1.110,0.2804,0.5847,0.4475,0.1610,0.9997,0.0033,0.8265,0.9972
1.431,0.7105,0.6561,0.7363,0.0400,0.0724,0.4060,0.0110,0.9988
1.300,0.9999,0.0387,0.6023,0.1046,0.9925,0.3631,0.7494,0.3810
1.105,0.5196,0.9958,0.9995,0.0027,0.9990,0.9966,0.7922,0.9999
1.390,0.9998,0.6214,0.8571,0.0436,0.3084,0.5705,0.4582,0.9042
2.215,0.8862,0.2501,0.0011,0.0093,0.0031,0.9969,0.9984,0.9649
1.370,1.0000,0.4852,0.6996,0.6084,0.1518,0.8502,0.5231,0.8813
1.90,0.0252,0.7765,0.1499,0.0591,0.8592,0.2527,0.5367,0.8408
2.92,0.5397,0.9987,0.9992,0.8624,0.0062,0.9962,0.9877,0.9340
1.85,0.1636,0.5637,0.9891,0.0041,0.9974,0.0008,0.0030,0.9939
1.348,0.6698,0.0015,0.9999,0.1273,0.9929,0.0043,0.0042,0.9923
1.467,0.8002,0.9946,0.9989,0.0021,0.9911,0.0003,0.9953,0.9959
2.255,0.8001,0.9856,0.9965,0.0061,0.9922,0.9892,0.9981,0.8674
2.46,0.6645,0.9995,0.9937,0.0031,0.9997,0.8456,0.0066,0.9979
3.62,0.4007,0.9990,0.9968,0.0006,0.0000,0.0019,0.3306,0.9984
1.353,0.7516,0.9959,0.1781,0.0736,0.3750,0.0071,0.0035,0.9979
2.40,0.0645,0.4743,0.9930,0.0049,0.9961,0.0071,0.0010,0.9912
1.249,0.6860,0.6756,0.6571,0.0077,0.7042,0.0051,0.0156,0.9934
1.522,0.8680,0.9966,0.9995,0.0144,0.0009,0.7241,0.0045,0.9960
1.151,0.9968,0.8536,0.7252,0.0031,0.7058,0.4306,0.2471,0.9065
2.94,0.3348,0.9940,0.9884,0.2994,0.9973,0.0997,0.9915,0.9712
1.237,0.6667,0.9999,0.9918,0.0002,0.9987,0.0095,0.0026,0.9724
2.288,0.6000,0.9970,0.6409,0.0086,0.9911,0.9928,0.0005,0.9859
1.384,0.9960,0.0889,0.8925,0.3684,0.4972,0.4755,0.6851,0.8819
2.250,0.8003,0.9996,0.9958,0.0011,0.7999,0.6895,0.9941,0.6342
1.487,0.7501,0.9986,0.5603,0.0030,0.0002,0.9981,0.0101,0.9995
1.437,0.7402,0.9813,0.8419,0.0134,0.0913,0.0044,0.0110,0.9946
2.206,0.7499,0.3899,0.0046,0.0014,0.0121,0.9954,0.0029,0.9940
2.137,0.3370,0.9990,0.3893,0.0026,0.0060,0.0007,0.0111,0.9969
1.195,0.5106,0.0155,0.6062,0.0029,0.9959,0.4100,0.0061,0.9962
1.290,1.0000,0.7149,0.3334,0.2080,0.9662,0.1377,0.0672,0.3010
2.140,0.6732,0.9904,0.9961,0.0032,0.3835,0.1688,0.0049,0.9858
2.157,0.6828,0.1600,0.9986,0.0036,0.9936,0.3764,0.0063,0.0285
1.461,0.6011,0.9934,0.9968,0.4624,0.9978,0.9895,0.9700,0.9845
1.389,0.7088,0.7771,0.9979,0.0924,0.9988,0.5353,0.0005,0.9992
1.521,0.7935,0.4366,0.0421,0.0018,0.0046,0.8467,0.0068,0.9988
1.494,0.8000,0.9925,0.9994,0.0009,0.9976,0.9970,0.3246,0.9918
1.281,0.6676,0.9970,0.9936,0.0016,0.7230,0.9932,0.9983,0.9969
1.284,0.6754,0.9899,0.9962,0.0042,0.4882,0.9919,0.7889,0.9915
2.38,0.7500,0.9976,0.9978,0.0003,0.9949,0.0020,0.0021,0.7431
1.175,0.7887,0.5506,0.0020,0.0166,0.0047,0.9985,0.9988,0.9994
1.451,1.0000,0.3289,0.9024,0.1479,0.1020,0.7677,0.3344,0.6058
1.94,0.5474,0.0576,0.9944,0.0690,0.9929,0.9905,0.9960,0.9968
1.109,0.6445,0.4421,0.9953,0.0033,0.0087,0.9867,0.9951,0.9968
1.194,0.0886,0.9983,0.9975,0.2667,0.3512,0.0002,0.0032,0.9978
2.156,0.6217,0.9998,0.9954,0.0037,0.9944,0.2382,0.9982,0.9883
1.395,0.7501,0.9992,0.9942,0.0020,0.1789,0.3106,0.0007,0.9995
2.183,0.8723,0.7977,0.4738,0.0429,0.0130,0.1008,0.0983,0.8619
1.82,0.5026,0.9963,0.9993,0.4845,0.9987,0.9853,0.7494,0.9977
2.143,0.8000,0.8378,0.0021,0.0032,0.9995,0.9982,0.9956,0.6694
1.102,0.0458,0.9813,0.9995,0.0040,0.9947,0.0109,0.5149,0.9994
1.269,0.6712,0.9956,0.9969,0.0004,0.0019,0.0142,0.0060,0.9917
1.34,0.3229,0.9966,0.9963,0.1937,0.1033,0.0432,0.0344,0.9849
1.209,0.5124,0.9939,0.9926,0.0000,0.7021,0.0110,0.7236,0.9968
4.4,0.0807,0.9516,0.0027,0.0085,0.8685,0.8768,0.9955,0.2276
2.30,0.3313,0.3213,0.6027,0.0081,0.0094,0.0024,0.0047,0.9916
3.60,0.7497,0.9975,0.2214,0.0048,0.9937,0.7995,0.0010,0.9943
1.106,0.5285,0.9897,0.9893,0.0035,0.0022,0.9999,0.1712,0.9998
1.524,0.9975,0.2153,0.3001,0.0832,0.9152,0.4250,0.7577,0.7441
2.196,0.6102,0.9783,0.9993,0.0064,0.9981,0.9744,0.9959,0.6167
1.5,0.0047,0.9973,0.9987,0.5195,0.0278,0.9985,0.9923,0.9984
1.182,0.5090,0.9941,0.9938,0.0069,0.3013,0.0026,0.0025,0.9956
1.372,0.5001,0.4471,0.7330,0.0037,1.0000,0.0035,0.0011,0.9935
1.129,0.0143,0.9976,0.9993,0.0025,0.9990,0.0030,0.9422,0.9996
1.338,1.0000,0.2813,0.3227,0.2563,0.5403,0.5481,0.1944,0.0089
2.264,0.8055,0.9992,0.0022,0.5604,0.9980,0.9909,0.0027,0.9832
1.24,0.0341,0.9994,0.9970,0.0005,0.9850,0.9833,0.8908,0.9928
1.229,0.7085,0.9818,0.9987,0.0002,0.1040,0.0388,0.0026,1.0000
3.56,0.6992,0.9937,0.9948,0.4119,0.3696,0.1300,0.9945,0.9784
1.79,0.4856,0.8472,0.6517,0.0022,0.3215,0.0076,1.0000,0.9928
1.532,1.0000,0.8231,0.8763,0.2925,0.7720,0.7260,0.9747,0.6865
2.14,0.1511,0.9997,0.9970,0.2452,0.8333,0.0104,0.0014,0.9955
2.189,0.5353,0.9987,0.9936,0.0034,0.9963,0.2310,0.9964,0.9897
2.279,0.5836,0.9995,0.9994,0.0010,0.9984,0.4314,0.9948,0.9924
1.330,0.6711,0.0038,0.9985,0.0456,0.3121,0.0126,0.0006,0.9966
1.26,0.5327,0.9948,0.9967,0.0036,0.9993,0.9265,0.9967,0.7048
2.192,0.6078,0.9923,0.9963,0.2575,0.0109,0.9967,0.9949,0.9905
1.160,0.5343,0.9998,0.6540,0.1246,0.9959,0.9978,0.0146,0.9869
1.512,0.9487,0.0027,0.9761,0.0153,0.0907,0.0368,0.0482,0.0114
1.455,0.7503,0.9911,0.9997,0.0080,0.9999,0.0004,0.8797,0.9924
2.152,0.9897,0.4631,0.8194,0.2787,0.7887,0.2476,0.6232,0.9299
1.250,0.6669,0.9952,0.9978,0.0003,0.9986,0.3948,0.0063,0.9892
2.121,1.0000,0.4064,0.2396,0.0134,0.9827,0.1441,0.8894,0.5308
2.171,0.6099,0.2641,0.9939,0.0000,0.9986,0.0067,0.5150,0.9968
2.230,0.6667,0.6238,0.9911,0.0005,0.9999,0.8400,0.9992,0.0188
1.87,0.0122,0.9996,0.9256,0.0016,0.9673,0.0003,0.1240,0.9997
2.185,0.8000,0.9954,0.9894,0.0012,0.1128,0.2031,0.0040,0.9991
2.142,0.4031,0.4829,0.9945,0.0158,0.9993,0.0005,0.0009,0.9868
1.228,0.8781,0.9910,0.1356,0.0004,0.9984,0.9920,0.7197,0.9919
2.219,0.7501,0.9975,0.0027,0.4933,0.0018,0.9990,1.0000,0.9979
2.8,0.0500,0.7937,0.0928,0.0073,0.9980,0.0058,0.9086,0.9869
3.39,0.6805,0.8168,0.9898,0.9346,0.9913,0.5974,0.9942,0.4749
1.497,1.0000,0.5317,0.8423,0.2618,0.8143,0.0011,0.9923,0.4526
1.241,1.0000,0.0170,0.2029,0.1719,0.8516,0.4033,0.2873,0.1931
2.153,0.0772,0.9952,0.9999,0.0003,0.9947,0.0049,0.3213,0.9908
1.152,0.5179,0.9860,0.9947,0.0049,0.9944,0.0006,0.0068,0.9836
1.86,0.0446,0.9969,0.9533,0.0027,0.9983,0.0040,0.0491,0.9956
1.493,1.0000,0.4113,0.8431,0.9685,0.4890,0.8354,0.5388,0.4773
2.125,1.0000,0.4358,0.9910,0.8478,0.9416,0.9605,0.9872,0.2630
2.224,0.5259,0.9996,0.6013,0.3464,0.9934,0.9892,0.9967,0.9941
1.122,0.1154,0.9998,0.0008,0.0013,0.5839,0.0133,0.0024,0.9992
1.405,1.0000,0.0748,0.7280,0.6113,0.7807,0.7401,0.8704,0.4824
1.543,0.8004,0.4761,0.9958,0.1182,0.9919,0.0025,0.5613,0.9348
1.292,0.6005,0.9252,0.9919,0.0045,0.9974,0.0067,0.0053,0.9998
1.69,0.0363,0.5141,0.6231,0.0117,0.9955,0.0028,0.0107,0.9982
1.108,0.0348,0.2673,0.9977,0.0022,0.9932,0.0024,0.0019,0.9989
1.202,0.9984,0.9888,0.6443,0.1483,0.3311,0.8184,0.4899,0.3063
1.25,0.4364,0.9993,0.3006,0.4638,0.4340,0.0063,0.9928,0.9981
1.442,0.7669,0.9947,0.9988,0.0037,0.9928,0.0045,0.0051,0.9863
1.508,1.0000,0.8461,0.1498,0.6187,0.4907,0.0794,0.6991,0.2199
2.274,0.6000,0.9999,0.1383,0.0012,0.0070,0.7303,0.6555,0.9959
1.57,0.6636,0.2072,0.9953,0.0007,0.6702,0.0025,0.1198,0.9956
1.398,0.7748,0.9987,0.9906,0.1954,0.0008,0.0026,0.0040,0.9878
2.131,0.0651,0.9986,0.9992,0.3075,0.9979,0.0024,0.0030,0.9945
1.196,0.6655,0.9855,0.1048,0.0008,0.9559,0.9953,0.0401,0.9918
1.20,0.1996,0.5315,0.9872,0.0004,0.4286,0.0063,0.0499,0.9994
1.68,0.0593,0.9998,0.9976,0.0009,0.7094,0.9446,0.1667,0.9996
2.184,0.5004,0.9873,0.9953,0.0067,0.9973,0.1822,0.0006,0.9978
3.48,0.3530,0.6398,0.9957,0.0123,0.1366,0.9940,0.0219,0.9833
1.476,1.0000,0.4494,0.4106,0.8764,0.7347,0.5980,0.1059,0.3743
4.7,0.4036,0.9947,0.0147,0.1033,0.0044,0.0048,0.8957,0.9944
1.409,0.7500,0.9996,0.9995,0.0031,0.9962,0.0075,0.0081,0.3193
2.98,0.8153,0.9965,0.9996,0.0011,0.4206,0.9929,0.9955,0.7808
1.21,0.0797,0.9938,0.9864,0.0195,0.0077,0.9851,0.9926,0.9878
1.530,0.7521,0.9464,0.3782,0.0026,0.9992,0.0351,0.0033,0.9984
2.27,0.5001,0.9994,0.9987,0.9875,0.9962,0.9965,0.9999,0.9901
2.278,0.7327,0.4240,0.9974,0.3806,0.9987,0.3781,0.9893,0.0934
1.1,0.0225,0.9984,0.9917,0.0022,0.9928,0.9996,0.3229,0.9734
1.264,0.6693,0.9961,0.9954,0.1605,0.0205,0.9984,0.9869,0.9881
1.222,0.6680,0.9884,0.9974,0.9017,0.9824,0.9796,0.9951,0.9930
1.539,0.8002,0.9977,0.9995,0.4924,0.9982,0.0101,0.0027,0.9983
2.41,0.4444,0.0152,0.9956,0.0000,0.9913,0.2421,0.0012,0.9903
1.529,1.0000,0.9059,0.2138,0.1851,0.8272,0.2827,0.1096,0.1158
2.236,0.6957,0.3490,0.9916,0.0206,0.3926,0.6405,0.9995,0.9990
2.271,0.6806,0.9744,0.9989,0.0066,0.4779,0.0189,0.9902,0.9983
1.120,0.0550,0.9998,0.9981,0.5370,0.8336,0.9965,0.8994,0.9987
1.375,0.7525,0.9995,0.9983,0.7237,0.6436,0.9854,0.2054,0.9986
2.7,0.1154,0.9981,0.9973,0.0073,0.2697,0.9992,0.9981,0.9986
1.234,0.5042,0.9938,0.9989,0.0024,0.9976,0.2783,0.0010,0.9954
1.88,0.0020,0.9855,0.9975,0.0023,0.9889,0.0008,0.0086,0.9998
1.403,0.7218,0.9951,0.1827,0.1919,0.9995,0.4677,0.0042,0.9985
2.240,0.6002,0.9988,0.9983,0.9411,0.7119,0.9987,0.0014,0.9954
1.45,0.2021,0.9984,0.0671,0.0011,0.9937,0.0118,0.8421,0.9981
1.537,1.0000,0.6953,0.1652,0.7824,0.8790,0.9734,0.7871,0.8584
1.274,0.6677,0.1905,0.9963,0.0011,0.9992,0.6218,0.4328,0.9974
2.2,0.3333,0.9931,0.9954,0.8811,0.9993,0.9938,0.9975,0.9981
1.257,0.3690,0.2255,0.9537,0.2858,0.9964,0.0010,0.0024,0.9945
2.252,0.8337,0.9965,0.9946,0.9919,0.0005,0.5045,0.0072,0.9892
1.141,0.0043,0.9985,0.9954,0.0015,0.9986,0.0072,0.9968,0.9943
2.20,0.4641,0.8268,0.9962,0.0828,0.0002,0.4555,0.0016,0.9951
2.106,0.0762,0.8045,0.6526,0.0126,0.9944,0.0062,1.0000,0.9936
1.542,1.0000,0.1890,0.1068,0.0094,0.5425,0.7101,0.0255,0.7733
1.490,0.9837,0.0259,0.0258,0.3614,0.3696,0.5063,0.7351,0.6602
1.507,1.0000,0.0043,0.5027,0.2220,0.4251,0.6450,0.4716,0.4966
2.0,0.0805,0.9982,0.0054,0.9947,0.1220,0.9998,0.9943,0.9928
1.458,0.9994,0.8779,0.3431,0.0429,0.8663,0.5010,0.2180,0.1568
1.153,0.1204,0.2588,0.9930,0.0002,0.7455,0.0002,0.0043,0.9844
3.7,0.2547,0.9981,0.9944,0.3446,0.6624,0.9987,0.9998,0.9892
3.52,0.6009,0.2806,0.2912,0.0003,0.6095,0.9990,0.0031,0.9971
1.392,0.7694,0.9986,0.9983,0.3233,0.9966,0.0011,0.0005,0.9902
1.347,1.0000,0.9228,0.0380,0.7887,0.2607,0.1058,0.9355,0.7866
2.17,0.0519,0.9943,0.9972,0.0008,0.9935,0.0054,0.0068,0.9919
1.527,1.0000,0.3880,0.0158,0.4650,0.5973,0.9543,0.4971,0.1070
2.82,0.3474,0.9998,0.9959,0.0024,0.1093,0.9139,0.3354,0.9961
3.57,0.6016,0.9968,0.9995,0.0021,0.6924,0.0006,0.9907,0.9990
2.89,0.3415,0.6953,0.9986,0.0252,0.9997,0.0097,0.9421,0.9997
1.500,1.0000,0.8937,0.2260,0.0147,0.6282,0.8280,0.2830,0.5592
2.105,0.4348,0.9999,0.9218,0.3317,0.9390,0.5759,0.2625,0.9949
2.291,0.6000,0.0079,0.9983,0.0004,0.9989,0.0010,0.9942,0.9858
2.226,0.8002,0.9929,0.9955,0.0004,0.2205,0.9946,0.9995,0.9905
2.87,0.4226,0.4692,0.9987,0.0003,0.8191,0.0090,0.0076,0.9931
2.209,0.8000,0.7303,0.0017,0.0064,0.9978,0.9896,0.0997,0.9752
2.90,0.0551,0.9961,0.3962,0.0003,0.2471,0.0011,0.0086,0.9963
1.377,1.0000,0.2950,0.0162,0.2232,0.3057,0.5489,0.8229,0.0464
1.226,0.5090,0.6823,0.7833,0.0683,0.9990,0.3180,0.0004,0.9916
1.324,1.0000,0.9213,0.7985,0.3538,0.0760,0.9726,0.5487,0.5974
1.146,0.5022,0.0344,0.9993,0.0023,0.9974,0.9977,0.1796,0.9894
2.261,0.8340,0.6688,0.9996,0.0023,0.9987,0.9886,0.9943,0.9939
1.10,0.2348,0.7743,0.9923,0.0021,0.8748,0.9988,0.0017,0.9957
1.340,1.0000,0.9867,0.5068,0.5936,0.2253,0.1046,0.4648,0.6937
1.466,0.8001,0.9923,0.9973,0.0003,0.6072,0.9946,0.9964,0.9969
4.3,0.2079,0.2424,0.9925,0.0013,0.9983,0.0014,0.0011,0.9986
1.422,1.0000,0.9051,0.2339,0.4276,0.8289,0.7029,0.3836,0.0868
1.471,1.0000,0.9336,0.4769,0.9811,0.0141,0.1016,0.4389,0.0928
1.158,0.0690,0.9925,0.3625,0.0014,0.4363,0.0010,0.0073,0.9993
3.13,0.2613,0.9933,0.7843,0.3188,0.9950,0.9948,0.9971,0.8375
1.243,0.6624,0.8630,0.9971,0.4410,0.6974,0.9994,0.0032,0.9919
1.428,1.0000,0.4035,0.8899,0.8894,0.3804,0.5482,0.8382,0.4519
1.505,0.9998,0.6723,0.7053,0.1620,0.5628,0.6679,0.0771,0.8567
3.64,0.5036,0.9940,0.9998,0.0011,0.9995,0.0009,0.1604,0.9813
1.482,0.8010,0.1783,0.9986,0.0058,0.9970,0.1134,0.9986,0.7726
1.385,1.0000,0.7166,0.8245,0.0062,0.5852,0.4408,0.8372,0.5085
1.203,0.6667,0.9980,0.9989,0.0938,0.9940,0.9942,0.9999,0.9798
1.414,1.0000,0.4774,0.7379,0.0482,0.3410,0.8499,0.0250,0.1886
1.439,0.9989,0.0232,0.6918,0.6631,0.7291,0.7406,0.1370,0.6751
1.291,1.0000,0.4489,0.9710,0.8749,0.2341,0.1656,0.6712,0.4539
2.57,0.1869,0.5574,0.9847,0.0052,0.0019,0.0052,0.0008,0.9996
1.187,0.0026,0.9434,0.9947,0.0004,0.9909,0.0030,0.0010,0.9972
1.323,0.9551,0.2107,0.0716,0.2407,0.9755,0.0034,0.0001,0.4793
1.536,1.0000,0.3746,0.3061,0.6774,0.3088,0.8517,0.0287,0.5052
1.172,0.5039,0.3137,0.9843,0.0013,0.9983,0.0088,0.0104,0.9984
3.26,0.2598,0.8493,0.9969,0.1496,0.9995,0.9937,0.9877,0.9983
2.33,0.3544,0.9991,0.9978,0.6514,0.9957,0.4788,0.8343,0.9955
1.119,0.1841,0.6723,0.9964,0.0042,0.9917,0.0091,0.9167,0.9842
3.9,0.2712,0.6117,0.9940,0.0011,0.9911,0.0780,0.9139,0.9955
3.44,0.8006,0.2621,0.9948,0.0044,0.4100,0.0075,0.9981,0.9990
3.14,0.2680,0.9921,0.0119,0.5494,0.9907,0.9933,0.9962,0.9998
1.322,0.7112,0.9914,0.9903,0.0046,0.0120,0.0088,0.0031,0.9877
2.253,0.6008,0.9998,0.9993,0.6029,0.9972,0.9992,0.9975,0.9961
1.444,0.7538,0.9992,0.9997,0.9987,0.9972,0.7556,0.9897,0.9967
1.126,0.0880,0.9950,0.9989,0.0027,0.1994,0.0056,0.0014,0.9847
1.333,0.8362,0.3056,0.9963,0.9909,0.4644,0.9988,0.9572,0.0386
1.176,0.1190,0.9993,0.9983,0.0040,0.3888,0.0062,0.2245,0.9889
1.363,0.6780,0.3511,0.9990,0.0085,0.6852,0.0105,0.0008,0.9888
1.401,0.7081,0.5302,0.9999,0.0091,0.0409,0.8142,0.0009,0.9977
1.189,0.0494,0.9847,0.9940,0.0160,0.8351,0.6807,0.0001,0.9929
2.246,0.8242,0.6067,0.7086,0.0092,0.9986,0.7750,0.2640,0.9920
2.294,0.8571,0.9905,0.9956,0.0056,0.9986,0.0033,0.9945,0.0029
1.235,0.6365,0.9926,0.9989,0.1878,0.9992,0.0020,0.0031,0.9957
3.42,0.6000,0.9992,0.9880,0.0007,0.9903,0.0157,0.0004,0.9981
1.201,0.6773,0.6331,0.9997,0.3269,0.9995,0.2086,0.0067,0.9950
2.177,0.5163,0.1952,0.9988,0.0002,0.0005,0.9901,0.9953,0.3736
1.148,0.0048,0.9995,0.9921,0.2177,0.9925,0.0071,0.9993,0.9892
1.125,0.5587,0.9945,0.7345,0.3396,0.9967,0.1590,0.9998,0.9975
1.46,0.1227,0.0041,0.6702,0.0041,0.8178,0.0019,0.0205,0.9936
1.49,0.5002,0.9915,0.9945,0.9933,0.9964,0.9947,0.9937,0.9588
2.216,0.6531,0.7910,0.9924,0.0062,0.9979,0.0004,0.9980,0.0004
1.140,0.5041,0.9427,0.9960,0.0031,0.9959,0.9612,0.0057,0.9960
1.434,0.8000,0.9963,0.4170,0.0038,0.0120,0.0006,0.0051,0.9982
1.387,1.0000,0.5898,0.4805,0.1174,0.2789,0.3971,0.2822,0.2493
1.446,0.8043,0.9850,0.9933,0.5521,0.9920,0.0643,0.0060,0.4391
1.318,1.0000,0.9410,0.2272,0.7039,0.1903,0.0558,0.2072,0.7437
1.283,0.6668,0.9980,0.9920,0.0014,0.9981,0.0107,0.0083,0.9948
2.251,0.8000,0.9944,0.9950,0.0571,0.0070,0.1784,0.0040,0.9972
1.245,0.5436,0.6420,0.5564,0.0049,0.0042,0.0035,0.0074,0.9952
2.16,0.6616,0.1623,0.9790,0.0296,0.9933,0.0209,0.9483,0.9853
2.13,0.7048,0.9989,0.9980,0.0025,0.4484,0.9958,0.9976,0.9968
1.343,1.0000,0.3931,0.5449,0.4941,0.1144,0.0569,0.8670,0.9685
2.88,1.0000,0.0016,0.8638,0.8059,0.3232,0.7576,0.1112,0.8821
2.72,0.8000,0.9988,0.0017,0.0004,0.9960,0.0143,0.0491,0.0070
2.267,1.0000,0.3513,0.8613,0.3731,0.0182,0.9572,0.8066,0.0220
2.295,0.8002,1.0000,0.9914,0.0015,0.9902,0.0096,0.0147,0.9966
1.468,0.8000,0.0001,0.9947,0.0016,0.9986,0.9996,0.9982,0.9817
2.281,0.6000,0.9975,0.1523,0.0011,0.0124,0.9997,0.0033,0.9991
1.443,0.7485,0.0079,0.9964,0.0144,0.1596,0.9907,0.0045,0.9981
1.242,0.6748,0.9970,0.9814,0.2224,0.0070,0.0064,0.9974,0.9892
1.128,0.5667,0.9915,0.9994,0.0475,0.4982,0.0050,0.9954,0.9973
1.288,0.7042,0.2965,0.9974,0.0063,0.0128,0.0027,0.4657,0.9906
1.526,0.9999,0.3179,0.2259,0.3442,0.5525,0.2496,0.3835,0.7855
3.18,0.1629,0.9966,0.9949,0.0001,0.0081,0.0019,0.3790,0.9923
1.96,0.0257,0.4725,0.9912,0.0015,0.9996,0.0040,0.0080,0.9941
1.67,0.0090,0.7977,0.9973,0.0008,0.9974,0.5234,0.0698,0.9991
1.296,0.6685,0.7980,0.9976,0.0016,0.2361,0.0008,0.0013,0.9958
2.169,0.8008,0.9942,0.9921,0.0244,0.5398,0.9977,0.0126,0.9936
1.350,1.0000,0.2327,0.7971,0.2737,0.4293,0.3344,0.6434,0.4275
1.83,0.5290,0.9951,0.9979,0.0118,0.0021,0.2374,0.0446,0.9918
1.310,0.7318,0.9999,0.3192,0.9991,0.0126,0.0004,0.0011,0.9991
1.99,0.0342,0.4894,0.9105,0.0007,0.9996,0.0000,0.0402,0.9986
1.204,0.0339,0.8962,0.9963,0.0047,0.0043,0.0037,0.0026,0.9994
1.484,1.0000,0.3623,0.2168,0.2340,0.3629,0.2200,0.5236,0.8362
1.371,0.7063,0.9963,0.9973,0.4219,0.3691,0.0536,0.0029,0.9975
1.287,0.6733,0.9997,0.0076,0.0324,0.9832,0.0125,0.0024,0.9912
2.97,0.5000,0.9917,0.9985,0.0017,0.9904,0.0034,0.9961,0.0557
2.178,0.7422,0.9973,0.9900,0.0000,0.6809,0.9983,0.9985,0.9974
2.61,0.5425,0.9994,0.9973,0.1794,0.8018,0.5803,0.9901,0.0024
1.6,0.1096,0.2600,0.8101,0.0034,0.9986,0.0008,0.3543,0.9978
1.515,1.0000,0.3683,0.3642,0.2131,0.1859,0.8919,0.3259,0.7356
2.168,0.3827,0.4909,0.9954,0.0076,0.4968,0.9928,0.8368,0.9968
1.424,0.7500,0.9974,0.9932,0.0003,0.9972,0.9971,0.9989,0.9976
3.47,0.2508,0.9889,0.9899,0.0024,0.8116,0.3215,0.0092,0.9881
2.69,0.5400,0.9884,0.9902,0.0053,0.6090,0.9972,0.9996,0.0074
1.545,0.8000,0.9973,0.9900,0.0010,0.9996,0.9990,0.9992,0.6384
1.165,0.5000,0.7169,0.4600,0.0022,0.9969,0.1771,0.0009,0.9990
2.96,0.3687,0.9975,0.4632,0.0038,0.9983,0.9957,0.0007,0.9985
1.211,0.5606,0.9994,0.9988,0.0023,0.3621,0.4341,0.9911,0.9859
1.513,1.0000,0.6506,0.6423,0.5742,0.8466,0.3517,0.8878,0.2724
1.366,0.8296,0.0048,0.9998,0.0012,0.9953,0.0013,0.0008,0.9981
